Reference_Video,Positive_Video,Reference_Length,Positive_Length,Start_Copy
c03_202102080830.mp4,c03_20210211083505.mp4,146,23098,10459
c03_202102080830.mp4,c03_20210212082719.mp4,146,4370,3933
c03_202102080830.mp4,c03_20210212083938.mp4,146,7695,2213
c03_202102080830.mp4,c03_20210215082401.mp4,146,15875,9871
c03_202102080830.mp4,c03_20210215083718.mp4,146,8358,6421
c03_202102080830.mp4,c03_20210216083736.mp4,146,13962,5893
c03_202102080830.mp4,c03_20210216084820.mp4,146,16001,6843
c03_202102080830.mp4,c03_20210217082405.mp4,146,15095,9769
c03_202102080830.mp4,c03_20210217083713.mp4,146,13783,6589
c03_202102080830.mp4,c03_20210218082426.mp4,146,20549,9121
c03_202102080830.mp4,c03_20210218084830.mp4,146,19117,6531
c03_202102080830.mp4,c03_20210219083821.mp4,146,7098,4563
c03_202102080830.mp4,c03_20210222082603.mp4,146,13034,6238
c03_202102080830.mp4,c03_20210222084048.mp4,146,8652,138
c03_202102080830.mp4,c03_20210223082810.mp4,146,9883,2394
c03_202102080830.mp4,c03_20210223084441.mp4,146,21332,13374
c03_202102080830.mp4,c03_20210224082416.mp4,146,13027,9440
c03_202102080830.mp4,c03_20210224083614.mp4,146,10968,8360
c03_202102080830.mp4,c03_20210224084731.mp4,146,14204,8320
c03_202102080830.mp4,c03_20210225083859.mp4,146,6437,3391
c03_202102080830.mp4,c03_20210226082744.mp4,146,13091,3207
c03_202102080830.mp4,c03_20210226083547.mp4,146,11388,9167
c03_202102080945.mp4,c03_20210208094715.mp4,176,15395,4520
c03_202102080945.mp4,c03_20210209094101.mp4,176,21061,11385
c03_202102080945.mp4,c03_20210211094934.mp4,176,13873,1328
c03_202102080945.mp4,c03_20210212094611.mp4,176,24688,7714
c03_202102080945.mp4,c03_20210216094330.mp4,176,16781,8735
c03_202102080945.mp4,c03_20210217094534.mp4,176,13271,6467
c03_202102080945.mp4,c03_20210222094701.mp4,176,15216,1859
c03_202102080945.mp4,c03_20210223094428.mp4,176,16629,9977
c03_202102080945.mp4,c03_20210224094539.mp4,176,24659,7887
c03_202102080945.mp4,c03_20210225094633.mp4,176,17614,6297
c03_202102080945.mp4,c03_20210226094730.mp4,176,14316,3726
c03_202102081030.mp4,c03_20210208102351.mp4,140,16838,16130
c03_202102081030.mp4,c03_20210211103129.mp4,140,10721,4394
c03_202102081030.mp4,c03_20210212103053.mp4,140,15067,5336
c03_202102081030.mp4,c03_20210216102617.mp4,140,14017,7337
c03_202102081030.mp4,c03_20210217102419.mp4,140,16897,16117
c03_202102081030.mp4,c03_20210222102922.mp4,140,19176,2704
c03_202102081030.mp4,c03_20210223102945.mp4,140,21543,6145
c03_202102081030.mp4,c03_20210224102740.mp4,140,12076,10689
c03_202102081030.mp4,c03_20210225102747.mp4,140,18759,10392
c03_202102081030.mp4,c03_20210226102906.mp4,140,13003,6800
c05_202101300620.mp4,c05_20210130061417.mp4,169,12222,5820
c05_202101300620.mp4,c05_20210131061430.mp4,169,8655,1518
c05_202101300620.mp4,c05_20210206062757.mp4,169,9410,3366
c05_202101300620.mp4,c05_20210207062207.mp4,169,21298,11459
c05_202101300620.mp4,c05_20210208062844.mp4,169,17590,1402
c05_202101300620.mp4,c05_20210209062703.mp4,169,5116,3699
c05_202101300620.mp4,c05_20210210061100.mp4,169,10090,8543
c05_202101300620.mp4,c05_20210210062710.mp4,169,15575,4740
c05_202101300620.mp4,c05_20210211062820.mp4,169,9139,2831
c05_202101300620.mp4,c05_20210212061422.mp4,169,15668,1756
c05_202101300620.mp4,c05_20210212062443.mp4,169,16658,8491
c05_202101300620.mp4,c05_20210213062451.mp4,169,12193,7380
c05_202101300620.mp4,c05_20210214061034.mp4,169,14166,8970
c05_202101300620.mp4,c05_20210214062439.mp4,169,20015,8968
c05_202101300620.mp4,c05_20210215061445.mp4,169,14319,12102
c05_202101300620.mp4,c05_20210216061902.mp4,169,12703,5622
c05_202101300620.mp4,c05_20210217061151.mp4,169,11057,6248
c05_202101300620.mp4,c05_20210217062851.mp4,169,15582,966
c05_202101300620.mp4,c05_20210218062740.mp4,169,18571,2439
c05_202101300620.mp4,c05_20210219062618.mp4,169,9283,5524
c05_202101300620.mp4,c05_20210220062544.mp4,169,5298,3584
c05_202101300620.mp4,c05_20210221062823.mp4,169,16932,1535
c05_202101300620.mp4,c05_20210222062541.mp4,169,13899,5686
c05_202101300620.mp4,c05_20210223060957.mp4,169,13628,6289
c05_202101300620.mp4,c05_20210223061922.mp4,169,3531,1959
c05_202101300620.mp4,c05_20210224061758.mp4,169,19658,5713
c05_202101300620.mp4,c05_20210225061726.mp4,169,9469,7116
c05_202101300620.mp4,c05_20210226061539.mp4,169,23248,12380
c05_202101300620.mp4,c05_20210228061639.mp4,169,22107,11885
c05_202101300800.mp4,c05_20210130075610.mp4,81,21809,10430
c05_202101300800.mp4,c05_20210130075708.mp4,81,8900,8700
c05_202101300800.mp4,c05_20210131074740.mp4,81,7608,5175
c05_202101300800.mp4,c05_20210201080637.mp4,81,14018,4944
c05_202101300800.mp4,c05_20210202074635.mp4,81,26282,26026
c05_202101300800.mp4,c05_20210202075438.mp4,81,16866,11546
c05_202101300800.mp4,c05_20210203080531.mp4,81,15488,8124
c05_202101300800.mp4,c05_20210204075646.mp4,81,6433,4378
c05_202101300800.mp4,c05_20210205075740.mp4,81,12286,7346
c05_202101300800.mp4,c05_20210206075755.mp4,81,18939,10818
c05_202101300800.mp4,c05_20210207081050.mp4,81,12642,5927
c05_202101300800.mp4,c05_20210208075012.mp4,81,12669,9224
c05_202101300800.mp4,c05_20210209074933.mp4,81,20852,11063
c05_202101300800.mp4,c05_20210209075230.mp4,81,13813,5763
c05_202101300800.mp4,c05_20210210075206.mp4,81,16152,12899
c05_202101300800.mp4,c05_20210210075832.mp4,81,5751,1329
c05_202101300800.mp4,c05_20210211080252.mp4,81,18670,877
c05_202101300800.mp4,c05_20210212075342.mp4,81,18247,7037
c05_202101300800.mp4,c05_20210213081359.mp4,81,25953,1248
c05_202101300800.mp4,c05_20210214075941.mp4,81,17737,11844
c05_202101300800.mp4,c05_20210215075917.mp4,81,10455,3444
c05_202101300800.mp4,c05_20210217080053.mp4,81,15517,1716
c05_202101300800.mp4,c05_20210218075901.mp4,81,7788,5082
c05_202101300800.mp4,c05_20210219074905.mp4,81,16717,14928
c05_202101300800.mp4,c05_20210219075718.mp4,81,6652,158
c05_202101300800.mp4,c05_20210220075822.mp4,81,15911,4851
c05_202101300800.mp4,c05_20210221081044.mp4,81,15819,5207
c05_202101300800.mp4,c05_20210222074909.mp4,81,16357,10986
c05_202101300800.mp4,c05_20210223075033.mp4,81,13327,3382
c05_202101300800.mp4,c05_20210223075145.mp4,81,11717,1232
c05_202101300800.mp4,c05_20210224080042.mp4,81,24898,5167
c05_202101300800.mp4,c05_20210225075604.mp4,81,20550,8528
c05_202101300800.mp4,c05_20210226080016.mp4,81,10393,4445
c05_202101300800.mp4,c05_20210228080854.mp4,81,18369,5495
c05_202101300800.mp4,c05_20210228081016.mp4,81,14920,3035
c05_202101300815.mp4,c05_20210130081655.mp4,443,18485,7791
c05_202101300815.mp4,c05_20210131080344.mp4,443,20556,11001
c05_202101300815.mp4,c05_20210201081417.mp4,443,12016,4412
c05_202101300815.mp4,c05_20210202081352.mp4,443,7072,2855
c05_202101300815.mp4,c05_20210203081845.mp4,443,16773,7125
c05_202101300815.mp4,c05_20210204080347.mp4,443,14383,4332
c05_202101300815.mp4,c05_20210205081406.mp4,443,27001,3604
c05_202101300815.mp4,c05_20210205081528.mp4,443,1914,1144
c05_202101300815.mp4,c05_20210208080558.mp4,443,21511,6974
c05_202101300815.mp4,c05_20210209080929.mp4,443,13723,1282
c05_202101300815.mp4,c05_20210210081355.mp4,443,12466,9110
c05_202101300815.mp4,c05_20210211080252.mp4,443,18670,14334
c05_202101300815.mp4,c05_20210212081057.mp4,443,6647,2091
c05_202101300815.mp4,c05_20210215080336.mp4,443,14772,9050
c05_202101300815.mp4,c05_20210217080053.mp4,443,15517,14279
c05_202101300815.mp4,c05_20210218081106.mp4,443,15428,5466
c05_202101300815.mp4,c05_20210219081255.mp4,443,21779,7762
c05_202101300815.mp4,c05_20210222080659.mp4,443,12339,4350
c05_202101300815.mp4,c05_20210223080123.mp4,443,10631,9292
c05_202101300815.mp4,c05_20210223080132.mp4,443,12009,9022
c05_202101300815.mp4,c05_20210224080042.mp4,443,24898,18726
c05_202101300815.mp4,c05_20210225080417.mp4,443,8238,6548
c05_202101300815.mp4,c05_20210226081829.mp4,443,24506,3623
c05_202101300815.mp4,c05_20210226081836.mp4,443,16744,3413
c05_202101300845.mp4,c05_20210130083421.mp4,341,16835,4960
c05_202101300845.mp4,c05_20210130084519.mp4,341,16206,3780
c05_202101300845.mp4,c05_20210206081444.mp4,341,12854,6378
c05_202101300845.mp4,c05_20210206082518.mp4,341,17111,6100
c05_202101300845.mp4,c05_20210206083509.mp4,341,17733,6718
c05_202101300845.mp4,c05_20210207074600.mp4,341,21967,8666
c05_202101300845.mp4,c05_20210207075916.mp4,341,12523,3137
c05_202101300845.mp4,c05_20210212074150.mp4,341,13513,6404
c05_202101300845.mp4,c05_20210213081359.mp4,341,25953,14448
c05_202101300845.mp4,c05_20210213082959.mp4,341,15724,4031
c05_202101300845.mp4,c05_20210214074048.mp4,341,11956,6483
c05_202101300845.mp4,c05_20210214075941.mp4,341,17737,869
c05_202101300845.mp4,c05_20210216075052.mp4,341,15275,11045
c05_202101300845.mp4,c05_20210216075611.mp4,341,4636,1485
c05_202101300845.mp4,c05_20210219074905.mp4,341,16717,3970
c05_202101300845.mp4,c05_20210220081053.mp4,341,16538,8100
c05_202101300845.mp4,c05_20210220082243.mp4,341,9044,5540
c05_202101300845.mp4,c05_20210221073839.mp4,341,12070,1421
c05_202101300845.mp4,c05_20210221074919.mp4,341,6766,961
c05_202101300845.mp4,c05_20210221075812.mp4,341,10996,3888
c05_202101300845.mp4,c05_20210228074505.mp4,341,15155,9990
c05_202101300900.mp4,c05_20210130090103.mp4,418,24090,4350
c05_202101300900.mp4,c05_20210130091218.mp4,418,19894,8960
c05_202101300900.mp4,c05_20210201073348.mp4,418,8113,6470
c05_202101300900.mp4,c05_20210203074338.mp4,418,17256,1961
c05_202101300900.mp4,c05_20210205074306.mp4,418,19535,413
c05_202101300900.mp4,c05_20210206084647.mp4,418,10030,7823
c05_202101300900.mp4,c05_20210213084856.mp4,418,20046,8368
c05_202101300900.mp4,c05_20210220084401.mp4,418,22622,6858
c05_202101300920.mp4,c05_20210130093339.mp4,146,15730,5962
c05_202101300920.mp4,c05_20210206090655.mp4,146,7486,5837
c05_202101300920.mp4,c05_20210206091821.mp4,146,11411,6429
c05_202101300920.mp4,c05_20210213091101.mp4,146,4222,3040
c05_202101300920.mp4,c05_20210213092111.mp4,146,18040,5911
c05_202101300920.mp4,c05_20210220090252.mp4,146,21899,8000
c05_202101300945.mp4,c05_20210130094417.mp4,208,17768,8570
c05_202101300945.mp4,c05_20210206092857.mp4,208,17946,9096
c05_202101300945.mp4,c05_20210206094120.mp4,208,11170,6889
c05_202101300945.mp4,c05_20210213093227.mp4,208,10937,7377
c05_202101300945.mp4,c05_20210213094410.mp4,208,17229,6389
c05_202101300945.mp4,c05_20210220093212.mp4,208,6891,1512
c05_202101300945.mp4,c05_20210220094005.mp4,208,17346,7396
c05_202101301000.mp4,c05_20210130095555.mp4,145,15040,7770
c05_202101301000.mp4,c05_20210131090004.mp4,145,20076,5384
c05_202101301000.mp4,c05_20210131090240.mp4,145,3348,704
c05_202101301000.mp4,c05_20210206095628.mp4,145,4999,3101
c05_202101301000.mp4,c05_20210207090111.mp4,145,9824,3361
c05_202101301000.mp4,c05_20210208090122.mp4,145,10273,7840
c05_202101301000.mp4,c05_20210209085921.mp4,145,14982,6899
c05_202101301000.mp4,c05_20210211090102.mp4,145,10394,2480
c05_202101301000.mp4,c05_20210212090035.mp4,145,12312,8653
c05_202101301000.mp4,c05_20210214085531.mp4,145,8176,7892
c05_202101301000.mp4,c05_20210215085957.mp4,145,11594,2873
c05_202101301000.mp4,c05_20210216083705.mp4,145,12225,3742
c05_202101301000.mp4,c05_20210217085839.mp4,145,18730,3968
c05_202101301000.mp4,c05_20210218085547.mp4,145,18395,7201
c05_202101301000.mp4,c05_20210219085405.mp4,145,21275,15676
c05_202101301000.mp4,c05_20210220095235.mp4,145,11859,5030
c05_202101301000.mp4,c05_20210222090019.mp4,145,11803,3144
c05_202101301000.mp4,c05_20210225084841.mp4,145,20705,16745
c05_202101301000.mp4,c05_20210226085510.mp4,145,22742,21743
c05_202101301000.mp4,c05_20210226090520.mp4,145,7159,3463
c05_202101301000.mp4,c05_20210228085913.mp4,145,18249,15723
c05_202101301004.mp4,c05_20210130100341.mp4,207,26635,8270
c05_202101301004.mp4,c05_20210202090910.mp4,207,19810,5632
c05_202101301004.mp4,c05_20210204090806.mp4,207,19652,1074
c05_202101301004.mp4,c05_20210206100510.mp4,207,3355,1770
c05_202101301004.mp4,c05_20210210091105.mp4,207,14142,10341
c05_202101301004.mp4,c05_20210210091448.mp4,207,18970,3661
c05_202101301004.mp4,c05_20210212090907.mp4,207,22447,7843
c05_202101301004.mp4,c05_20210216090641.mp4,207,17316,4240
c05_202101301004.mp4,c05_20210217085839.mp4,207,18730,18066
c05_202101301004.mp4,c05_20210217090835.mp4,207,12098,196
c05_202101301004.mp4,c05_20210220100117.mp4,207,10485,3805
c05_202101301004.mp4,c05_20210224090558.mp4,207,20914,6343
c05_202101301004.mp4,c05_20210228091948.mp4,207,17223,2905
c05_202101301005.mp4,c05_20210130100341.mp4,111,26635,15980
c05_202101301005.mp4,c05_20210202090910.mp4,111,19810,11475
c05_202101301005.mp4,c05_20210203091555.mp4,111,8748,7257
c05_202101301005.mp4,c05_20210203222453.mp4,111,14024,4510
c05_202101301005.mp4,c05_20210205091410.mp4,111,18392,7004
c05_202101301005.mp4,c05_20210209090948.mp4,111,8660,4398
c05_202101301005.mp4,c05_20210210091448.mp4,111,18970,9126
c05_202101301005.mp4,c05_20210210222345.mp4,111,16414,7251
c05_202101301005.mp4,c05_20210212090907.mp4,111,22447,13179
c05_202101301005.mp4,c05_20210213101310.mp4,111,7936,2717
c05_202101301005.mp4,c05_20210216090641.mp4,111,17316,9517
c05_202101301005.mp4,c05_20210217090835.mp4,111,12098,5840
c05_202101301005.mp4,c05_20210217222526.mp4,111,11206,4031
c05_202101301005.mp4,c05_20210219091136.mp4,111,9196,8110
c05_202101301005.mp4,c05_20210223091304.mp4,111,12460,7625
c05_202101301005.mp4,c05_20210224090558.mp4,111,20914,15023
c05_202101301005.mp4,c05_20210224222510.mp4,111,17680,2555
c05_202101301005.mp4,c05_20210227100300.mp4,111,15127,11075
c05_202101301305.mp4,c05_20210130130916.mp4,206,14653,1630
c05_202101301305.mp4,c05_20210203163426.mp4,206,13815,5216
c05_202101301305.mp4,c05_20210206130910.mp4,206,12405,1689
c05_202101301305.mp4,c05_20210210143657.mp4,206,13177,5573
c05_202101301305.mp4,c05_20210217143629.mp4,206,6165,4218
c05_202101301305.mp4,c05_20210224150656.mp4,206,13602,11064
c05_202101301505.mp4,c05_20210130150750.mp4,679,8266,10
c05_202101301505.mp4,c05_20210131092108.mp4,679,20048,4273
c05_202101301505.mp4,c05_20210206150605.mp4,679,11566,5270
c05_202101301505.mp4,c05_20210207092116.mp4,679,12555,4888
c05_202101301505.mp4,c05_20210213150447.mp4,679,8831,6752
c05_202101301505.mp4,c05_20210214092544.mp4,679,8801,673
c05_202101301505.mp4,c05_20210220150222.mp4,679,11143,8692
c05_202101301505.mp4,c05_20210221091413.mp4,679,16953,11220
c05_202101301505.mp4,c05_20210227150319.mp4,679,18004,7217
c05_202101301505.mp4,c05_20210228091948.mp4,679,17223,14891
c05_202101301605.mp4,c05_20210130160652.mp4,118,22386,3360
c05_202101301605.mp4,c05_20210206161037.mp4,118,11200,1524
c05_202101301605.mp4,c05_20210213160508.mp4,118,20850,8084
c05_202101301605.mp4,c05_20210220160637.mp4,118,22296,7127
c05_202101301605.mp4,c05_20210227160825.mp4,118,10635,2546
c05_202101301745.mp4,c05_20210130174214.mp4,173,13663,6960
c05_202101301745.mp4,c05_20210204234057.mp4,173,5686,932
c05_202101301745.mp4,c05_20210205174139.mp4,173,14773,6692
c05_202101301745.mp4,c05_20210205231256.mp4,173,10302,512
c05_202101301745.mp4,c05_20210206174629.mp4,173,5813,4217
c05_202101301745.mp4,c05_20210209174327.mp4,173,19385,3845
c05_202101301745.mp4,c05_20210209234713.mp4,173,15934,6032
c05_202101301745.mp4,c05_20210212174403.mp4,173,6167,2954
c05_202101301745.mp4,c05_20210212233207.mp4,173,10277,1347
c05_202101301745.mp4,c05_20210213174241.mp4,173,9976,5431
c05_202101301745.mp4,c05_20210215174131.mp4,173,22805,6752
c05_202101301745.mp4,c05_20210215235041.mp4,173,12791,10216
c05_202101301745.mp4,c05_20210219174141.mp4,173,9888,5632
c05_202101301745.mp4,c05_20210219234002.mp4,173,11532,9867
c05_202101301745.mp4,c05_20210220174719.mp4,173,18129,1769
c05_202101301745.mp4,c05_20210222174412.mp4,173,3799,422
c05_202101301745.mp4,c05_20210224174219.mp4,173,13034,4052
c05_202101301745.mp4,c05_20210224233559.mp4,173,20430,7174
c05_202101301745.mp4,c05_20210225174254.mp4,173,10545,4077
c05_202101301745.mp4,c05_20210225234421.mp4,173,16389,9077
c05_202101301745.mp4,c05_20210226174249.mp4,173,10186,4038
c05_202101301745.mp4,c05_20210226232904.mp4,173,8025,3010
c05_202101301900.mp4,c05_20210130185425.mp4,28,21545,13430
c05_202101301900.mp4,c05_20210130195811.mp4,28,12070,1984
c05_202101301900.mp4,c05_20210131122943.mp4,28,22746,7699
c05_202101301900.mp4,c05_20210206185441.mp4,28,31045,13525
c05_202101301900.mp4,c05_20210206195754.mp4,28,14678,3166
c05_202101301900.mp4,c05_20210207122651.mp4,28,14589,11056
c05_202101301900.mp4,c05_20210213185855.mp4,28,19689,6819
c05_202101301900.mp4,c05_20210213195851.mp4,28,10720,4320
c05_202101301900.mp4,c05_20210214122705.mp4,28,16117,10667
c05_202101301900.mp4,c05_20210220190032.mp4,28,9526,5584
c05_202101301900.mp4,c05_20210220200051.mp4,28,8629,615
c05_202101301900.mp4,c05_20210221123257.mp4,28,19264,1299
c05_202101301900.mp4,c05_20210227190118.mp4,28,8746,221
c05_202101301900.mp4,c05_20210227195426.mp4,28,13875,7764
c05_202101301900.mp4,c05_20210228123518.mp4,28,11477,859
c05_202101302045.mp4,c05_20210130204732.mp4,113,17586,7650
c05_202101302045.mp4,c05_20210131205055.mp4,113,10127,1405
c05_202101302045.mp4,c05_20210206204829.mp4,113,11860,3702
c05_202101302045.mp4,c05_20210207204553.mp4,113,16990,14255
c05_202101302045.mp4,c05_20210213204602.mp4,113,29367,11639
c05_202101302045.mp4,c05_20210214204840.mp4,113,17704,5731
c05_202101302045.mp4,c05_20210220204625.mp4,113,19176,11552
c05_202101302045.mp4,c05_20210221204940.mp4,113,10929,3293
c05_202101302045.mp4,c05_20210227204730.mp4,113,11292,1998
c05_202101302045.mp4,c05_20210228205132.mp4,113,15371,4650
c05_202101302220.mp4,c05_20210130204732.mp4,59,17586,14152
c05_202101302220.mp4,c05_20210130222136.mp4,59,16927,10270
c05_202101302220.mp4,c05_20210131101910.mp4,59,8505,4505
c05_202101302220.mp4,c05_20210206204829.mp4,59,11860,10178
c05_202101302220.mp4,c05_20210206222420.mp4,59,8691,3399
c05_202101302220.mp4,c05_20210207102108.mp4,59,6254,994
c05_202101302220.mp4,c05_20210213204602.mp4,59,29367,18775
c05_202101302220.mp4,c05_20210213222313.mp4,59,17194,8547
c05_202101302220.mp4,c05_20210214101703.mp4,59,27360,9681
c05_202101302220.mp4,c05_20210220204625.mp4,59,19176,17381
c05_202101302220.mp4,c05_20210220222546.mp4,59,9527,4274
c05_202101302220.mp4,c05_20210221101547.mp4,59,10269,6124
c05_202101302220.mp4,c05_20210227204730.mp4,59,11292,8169
c05_202101302220.mp4,c05_20210227221741.mp4,59,10421,7219
c05_202101302220.mp4,c05_20210228101857.mp4,59,24180,11222
c05_202101302355.mp4,c05_20210130235625.mp4,55,16537,7680
c05_202101302355.mp4,c05_20210131092108.mp4,55,20048,125
c05_202101302355.mp4,c05_20210201104057.mp4,55,16328,10760
c05_202101302355.mp4,c05_20210201223758.mp4,55,8833,7320
c05_202101302355.mp4,c05_20210202104316.mp4,55,19800,8516
c05_202101302355.mp4,c05_20210202223328.mp4,55,16537,5790
c05_202101302355.mp4,c05_20210203104334.mp4,55,7452,6461
c05_202101302355.mp4,c05_20210203222453.mp4,55,14024,9747
c05_202101302355.mp4,c05_20210204104613.mp4,55,7577,1363
c05_202101302355.mp4,c05_20210204222408.mp4,55,16503,9832
c05_202101302355.mp4,c05_20210205104229.mp4,55,21960,7914
c05_202101302355.mp4,c05_20210206235349.mp4,55,20318,8036
c05_202101302355.mp4,c05_20210207092116.mp4,55,12555,498
c05_202101302355.mp4,c05_20210208104643.mp4,55,17257,1339
c05_202101302355.mp4,c05_20210208222412.mp4,55,20519,6907
c05_202101302355.mp4,c05_20210209104116.mp4,55,11412,9395
c05_202101302355.mp4,c05_20210209223946.mp4,55,14317,7175
c05_202101302355.mp4,c05_20210210104154.mp4,55,13839,6571
c05_202101302355.mp4,c05_20210210222345.mp4,55,16414,12431
c05_202101302355.mp4,c05_20210211103836.mp4,55,25743,11972
c05_202101302355.mp4,c05_20210211222621.mp4,55,17528,6696
c05_202101302355.mp4,c05_20210211222902.mp4,55,6764,1866
c05_202101302355.mp4,c05_20210212104045.mp4,55,17347,9117
c05_202101302355.mp4,c05_20210213235317.mp4,55,27322,11613
c05_202101302355.mp4,c05_20210215104424.mp4,55,8060,1900
c05_202101302355.mp4,c05_20210215223956.mp4,55,9162,7341
c05_202101302355.mp4,c05_20210216103921.mp4,55,11865,11230
c05_202101302355.mp4,c05_20210216224411.mp4,55,8116,824
c05_202101302355.mp4,c05_20210217104445.mp4,55,14503,341
c05_202101302355.mp4,c05_20210217222526.mp4,55,11206,9309
c05_202101302355.mp4,c05_20210218104210.mp4,55,11860,5724
c05_202101302355.mp4,c05_20210218224359.mp4,55,10544,7062
c05_202101302355.mp4,c05_20210218224512.mp4,55,11680,4872
c05_202101302355.mp4,c05_20210219104315.mp4,55,11768,3721
c05_202101302355.mp4,c05_20210219234002.mp4,55,11532,5067
c05_202101302355.mp4,c05_20210220235318.mp4,55,14925,10591
c05_202101302355.mp4,c05_20210221091413.mp4,55,16953,6549
c05_202101302355.mp4,c05_20210222104818.mp4,55,1370,479
c05_202101302355.mp4,c05_20210223104506.mp4,55,12494,6460
c05_202101302355.mp4,c05_20210224103801.mp4,55,21508,12775
c05_202101302355.mp4,c05_20210224233559.mp4,55,20430,2838
c05_202101302355.mp4,c05_20210225104402.mp4,55,9949,4093
c05_202101302355.mp4,c05_20210225234421.mp4,55,16389,4721
c05_202101302355.mp4,c05_20210226104412.mp4,55,4044,2829
c05_202101302355.mp4,c05_20210227234910.mp4,55,12944,6709
c05_202101302355.mp4,c05_20210228091948.mp4,55,17223,9774
c05_202101302359.mp4,c05_20210130235625.mp4,297,16537,12650
c05_202101302359.mp4,c05_20210206235349.mp4,297,20318,12892
c05_202101302359.mp4,c05_20210213235317.mp4,297,27322,16471
c05_202101310815.mp4,c05_20210131081347.mp4,83,15344,4420
c05_202101310815.mp4,c05_20210131083858.mp4,83,10873,530
c05_202101310815.mp4,c05_20210201082820.mp4,83,6047,2834
c05_202101310815.mp4,c05_20210201083709.mp4,83,18548,7684
c05_202101310815.mp4,c05_20210202082320.mp4,83,21780,9728
c05_202101310815.mp4,c05_20210202083824.mp4,83,10604,3337
c05_202101310815.mp4,c05_20210203084035.mp4,83,7903,52
c05_202101310815.mp4,c05_20210204082811.mp4,83,17346,4748
c05_202101310815.mp4,c05_20210205081406.mp4,83,27001,24602
c05_202101310815.mp4,c05_20210207083218.mp4,83,9616,2082
c05_202101310815.mp4,c05_20210208082411.mp4,83,5085,4877
c05_202101310815.mp4,c05_20210208083622.mp4,83,10728,3676
c05_202101310815.mp4,c05_20210209081937.mp4,83,17621,7777
c05_202101310815.mp4,c05_20210209083326.mp4,83,14709,3627
c05_202101310815.mp4,c05_20210210083605.mp4,83,19329,10080
c05_202101310815.mp4,c05_20210211082227.mp4,83,3470,270
c05_202101310815.mp4,c05_20210211083250.mp4,83,13721,2300
c05_202101310815.mp4,c05_20210212083310.mp4,83,13241,4010
c05_202101310815.mp4,c05_20210214081659.mp4,83,7606,6455
c05_202101310815.mp4,c05_20210214082636.mp4,83,18577,9865
c05_202101310815.mp4,c05_20210215081703.mp4,83,13060,5971
c05_202101310815.mp4,c05_20210215082650.mp4,83,13542,9081
c05_202101310815.mp4,c05_20210216081419.mp4,83,3624,2825
c05_202101310815.mp4,c05_20210216082124.mp4,83,11444,10785
c05_202101310815.mp4,c05_20210217082029.mp4,83,7429,2120
c05_202101310815.mp4,c05_20210217082952.mp4,83,17942,5940
c05_202101310815.mp4,c05_20210218082912.mp4,83,15725,5107
c05_202101310815.mp4,c05_20210219081255.mp4,83,21779,19239
c05_202101310815.mp4,c05_20210219082239.mp4,83,12850,1739
c05_202101310815.mp4,c05_20210219083413.mp4,83,14318,1639
c05_202101310815.mp4,c05_20210221082802.mp4,83,12581,8644
c05_202101310815.mp4,c05_20210222081641.mp4,83,17226,10715
c05_202101310815.mp4,c05_20210222083214.mp4,83,11954,3455
c05_202101310815.mp4,c05_20210223082536.mp4,83,14563,6583
c05_202101310815.mp4,c05_20210223083746.mp4,83,17798,5405
c05_202101310815.mp4,c05_20210224082154.mp4,83,14530,737
c05_202101310815.mp4,c05_20210224083003.mp4,83,15664,6777
c05_202101310815.mp4,c05_20210225083016.mp4,83,2097,658
c05_202101310815.mp4,c05_20210226081829.mp4,83,24506,17153
c05_202101310815.mp4,c05_20210226083707.mp4,83,4882,4353
c05_202101310815.mp4,c05_20210228082758.mp4,83,5838,1296
c05_202101310815.mp4,c05_20210228082840.mp4,83,4667,36
c05_202101311155.mp4,c05_20210131115209.mp4,231,20166,8790
c05_202101311155.mp4,c05_20210202090910.mp4,231,19810,17758
c05_202101311155.mp4,c05_20210204090806.mp4,231,19652,16739
c05_202101311155.mp4,c05_20210205091410.mp4,231,18392,13018
c05_202101311155.mp4,c05_20210207115555.mp4,231,14565,7494
c05_202101311155.mp4,c05_20210209091508.mp4,231,10308,437
c05_202101311155.mp4,c05_20210210091448.mp4,231,18970,15317
c05_202101311155.mp4,c05_20210214120037.mp4,231,12908,443
c05_202101311155.mp4,c05_20210221115302.mp4,231,10724,8948
c05_202101311155.mp4,c05_20210222143453.mp4,231,13900,7862
c05_202101311155.mp4,c05_20210223143326.mp4,231,11445,8272
c05_202101311155.mp4,c05_20210224143648.mp4,231,7273,2541
c05_202101311155.mp4,c05_20210225143439.mp4,231,15429,6758
c05_202101311155.mp4,c05_20210226143458.mp4,231,32421,9596
c05_202101311155.mp4,c05_20210228115927.mp4,231,13839,5566
c05_202101311340.mp4,c05_20210130202058.mp4,215,8773,4239
c05_202101311340.mp4,c05_20210131133616.mp4,215,12497,9080
c05_202101311340.mp4,c05_20210206202000.mp4,215,9553,4379
c05_202101311340.mp4,c05_20210211091358.mp4,215,20640,5071
c05_202101311340.mp4,c05_20210212090907.mp4,215,22447,19281
c05_202101311340.mp4,c05_20210213202127.mp4,215,10630,6792
c05_202101311340.mp4,c05_20210214132828.mp4,215,11621,5363
c05_202101311340.mp4,c05_20210216090641.mp4,215,17316,15248
c05_202101311835.mp4,c05_20210131183242.mp4,111,21485,7860
c05_202101311955.mp4,c05_20210131195501.mp4,43,26491,6520
